area,num_bath_rooms,num_bed_rooms,price,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,price_per_sqft
1050,2,3,5450000,118,1,1,2,1,3,3,3,5190.47619
1445,3,3,8800000,118,1,2,3,1,2,3,4,6089.965398
750,2,2,4200000,118,4,2,3,1,2,2,4,5600
9213,10,25,63000000,14,1,1,2,1,1,3,3,6838.163465
1100,2,2,6200000,118,1,2,3,1,2,1,4,5636.363636
1500,3,3,5500000,122,1,1,1,1,2,3,7,3666.666667
1500,3,3,9500000,118,2,2,3,1,2,3,4,6333.333333
1350,3,3,8500000,41,1,1,1,1,1,3,3,6296.296296
1500,3,3,5500000,122,3,2,2,1,3,2,4,3666.666667
1505,3,3,6772000,122,1,2,2,1,1,3,3,4499.667774
1500,3,3,6750000,122,1,3,2,2,1,3,3,4500
1140,2,3,6100000,118,1,2,2,1,2,1,4,5350.877193
1575,3,3,12000000,178,5,1,1,4,2,1,3,7619.047619
2082,4,4,23000000,122,1,2,2,1,1,3,1,11047.07012
1350,3,3,7900000,118,1,2,2,2,2,2,4,5851.851852
1600,3,3,13500000,37,1,1,1,1,3,2,3,8437.5
1750,3,3,12000000,104,1,1,2,5,1,3,3,6857.142857
1265,3,3,5900000,122,1,1,1,1,3,2,3,4664.031621
1043,3,3,8000000,79,2,2,2,1,1,3,5,7670.182167
2870,6,6,15000000,150,1,1,3,1,2,3,3,5226.480836
1298,3,3,7500000,118,1,1,2,1,4,3,3,5778.120185
1131,3,3,6000000,118,1,2,1,1,3,2,3,5305.039788
1470,3,3,7800000,150,1,1,2,2,2,2,3,5306.122449
1059,2,2,7500000,37,1,2,3,1,4,3,4,7082.152975
975,3,3,5363000,118,1,1,2,3,3,3,3,5500.512821
975,3,3,5363000,118,1,1,2,2,3,1,3,5500.512821
975,3,3,5363000,118,1,1,2,1,3,3,3,5500.512821
975,3,3,5375000,118,1,1,2,1,3,3,3,5512.820513
1050,2,3,5500000,118,1,1,2,1,3,3,3,5238.095238
1000,2,3,8000000,154,2,1,1,2,3,3,4,8000
1500,4,3,8250000,104,1,1,2,2,1,1,3,5500
1350,3,3,7900000,118,1,2,2,1,2,2,4,5851.851852
1350,3,3,7900000,118,1,2,2,1,2,1,4,5851.851852
1350,3,3,7900000,118,1,2,2,1,2,3,4,5851.851852
1350,3,3,7900000,118,1,2,2,1,2,2,4,5851.851852
1350,3,3,7500000,118,1,2,2,2,2,3,4,5555.555556
1870,4,4,19500000,37,1,2,3,1,4,3,4,10427.80749
1900,4,3,14500000,2,1,2,3,1,2,3,5,7631.578947
1535,3,3,8500000,82,1,1,2,1,1,3,4,5537.459283
1100,3,3,4500000,41,1,1,1,1,1,3,3,4090.909091
1085,3,3,5967000,118,1,2,2,1,2,3,4,5499.539171
855,2,2,4275000,118,4,2,2,1,1,3,4,5000
1085,3,3,5967000,118,2,2,2,3,2,3,4,5499.539171
1087,2,3,5200000,118,1,2,2,1,2,2,4,4783.808648
1200,3,3,5000000,118,1,2,2,2,4,3,3,4166.666667
1350,3,3,7250000,118,4,2,2,1,2,3,4,5370.37037
1350,3,3,7900000,118,1,2,2,1,2,1,4,5851.851852
1075,3,3,6500000,17,1,1,2,2,3,3,3,6046.511628
1350,2,3,6700000,118,1,1,1,1,3,3,3,4962.962963
1254,3,3,5500000,47,1,1,1,1,3,3,3,4385.964912
1400,3,3,7000000,118,1,1,1,1,1,1,3,5000
1400,3,3,7000000,118,1,1,1,1,1,2,3,5000
1120,3,3,5040000,0,1,1,2,1,2,2,3,4500
650,2,2,3000000,118,1,2,2,2,1,1,4,4615.384615
1350,3,3,7000000,118,1,2,2,1,3,3,3,5185.185185
1240,3,3,6500000,118,1,1,2,1,3,3,3,5241.935484
1470,3,3,11000000,154,1,1,3,1,4,3,4,7482.993197
650,2,2,2200000,118,1,1,1,1,3,3,3,3384.615385
1160,3,3,7500000,118,1,1,2,1,2,2,3,6465.517241
650,2,2,2800000,118,1,3,1,1,1,1,4,4307.692308
1400,3,3,8500000,104,1,1,2,1,1,2,2,6071.428571
1320,3,3,7500000,118,1,1,2,2,4,3,3,5681.818182
450,1,2,1600000,118,1,1,1,1,1,3,4,3555.555556
1470,3,3,12500000,98,1,1,1,1,6,3,3,8503.401361
1390,3,3,5282000,47,1,3,1,1,3,3,3,3800
1390,3,3,5282000,47,2,2,1,1,3,3,3,3800
1525,3,3,5795000,47,1,2,1,2,3,3,3,3800
1500,3,3,10000000,178,1,2,3,1,3,2,4,6666.666667
1510,3,3,7000000,63,1,1,1,1,1,3,3,4635.761589
1080,2,3,6000000,118,2,2,2,1,2,2,4,5555.555556
1400,3,4,9200000,118,4,1,1,1,2,1,4,6571.428571
2200,4,4,23000000,118,1,1,1,2,1,3,3,10454.54545
970,2,3,4500000,162,1,1,1,1,4,1,4,4639.175258
3600,8,24,9000000,77,1,1,1,1,1,2,2,2500
1019,2,3,6500000,114,1,2,2,1,5,3,3,6378.802748
750,1,2,4500000,124,1,1,2,1,1,3,3,6000
1300,3,3,5000000,47,1,2,1,1,3,2,3,3846.153846
1222,3,3,4888000,63,4,1,1,1,2,3,3,4000
1226,3,3,4904000,63,4,1,1,1,2,3,3,4000
750,2,2,2500000,118,1,1,1,1,1,4,4,3333.333333
750,2,2,2500000,118,4,2,1,2,1,3,4,3333.333333
1600,3,3,9500000,82,1,1,1,1,1,3,3,5937.5
1345,3,3,7500000,118,2,2,1,1,2,2,4,5576.208178
2500,4,4,22000000,178,1,2,3,1,3,1,4,8800
975,3,3,4500000,162,1,1,1,1,4,3,4,4615.384615
650,2,2,2200000,118,2,2,1,1,1,3,3,3384.615385
1380,4,3,10000000,118,1,1,1,3,3,3,3,7246.376812
1071,2,2,3427000,41,1,2,1,1,1,3,3,3199.813259
1050,3,3,4200000,47,1,1,1,1,3,3,3,4000
1345,3,3,7500000,118,1,1,1,1,2,3,4,5576.208178
1150,4,3,8500000,37,1,1,2,5,2,2,2,7391.304348
950,2,2,4500000,118,1,2,2,1,3,3,3,4736.842105
800,2,2,3600000,47,1,2,1,1,2,2,3,4500
1560,4,3,10000000,122,1,1,2,1,3,3,4,6410.25641
950,2,2,4200000,122,1,1,2,1,1,2,4,4421.052632
1560,4,3,10000000,122,1,1,2,1,3,3,4,6410.25641
1560,4,3,10000000,122,1,1,2,1,3,3,4,6410.25641
870,2,2,4500000,122,1,1,1,1,3,3,7,5172.413793
1622,3,3,12200000,14,1,1,2,1,2,2,4,7521.578298
1450,3,3,7500000,41,1,1,1,2,1,3,3,5172.413793
1240,3,3,10000000,37,1,1,3,1,5,3,5,8064.516129
1720,3,3,12900000,14,1,1,2,1,2,3,4,7500
1200,3,3,5500000,118,1,2,2,1,2,2,4,4583.333333
1300,3,3,7500000,118,1,1,1,1,1,3,3,5769.230769
1100,2,2,3600000,21,1,1,1,1,1,2,3,3272.727273
500,2,2,2500000,118,1,1,1,2,4,2,3,5000
1300,3,3,7000000,118,2,2,2,3,3,3,3,5384.615385
1280,3,3,5600000,47,1,1,1,1,3,2,3,4375
1550,3,3,7200000,178,1,2,3,1,3,2,4,4645.16129
1550,3,3,5000000,118,1,1,1,2,2,3,3,3225.806452
1230,3,3,4800000,47,1,1,1,1,3,2,3,3902.439024
1280,3,3,5600000,47,3,1,1,2,3,1,3,4375
1450,3,3,7685000,14,1,1,2,1,2,3,4,5300
1230,3,3,5000000,47,1,1,1,1,3,3,3,4065.04065
1400,3,3,8000000,14,4,2,2,1,2,3,4,5714.285714
720,2,2,5000000,122,1,1,2,2,2,3,4,6944.444444
850,2,2,5100000,122,1,1,2,1,2,3,4,6000
850,2,2,5100000,122,1,1,2,1,2,3,4,6000
850,2,2,5100000,122,1,1,2,1,2,3,4,6000
850,2,2,5100000,122,1,1,2,1,2,2,4,6000
1850,4,3,14000000,2,1,2,3,1,2,2,5,7567.567568
1350,3,3,8125000,118,2,2,2,1,5,2,3,6018.518519
1110,3,2,4995000,11,3,2,1,1,1,1,3,4500
1400,3,3,8400000,118,5,2,2,1,5,3,3,6000
1290,3,3,7795000,118,1,2,2,1,5,3,3,6042.635659
1400,3,3,8400000,118,4,2,2,1,5,2,3,6000
1250,3,3,6200000,17,2,1,2,1,3,3,3,4960
1035,3,3,4347000,63,1,1,1,1,2,3,3,4200
1170,2,2,8190000,159,2,1,1,1,2,1,3,7000
1620,3,3,16400000,178,1,2,1,2,3,2,3,10123.45679
2278,5,3,15000000,37,1,2,1,1,5,3,4,6584.723442
1330,3,3,9245000,109,1,1,2,1,3,1,4,6951.12782
800,2,2,4000000,82,1,1,2,1,5,2,5,5000
750,2,2,2800000,118,1,1,1,1,1,3,3,3733.333333
1100,3,3,6050000,20,1,3,3,1,4,2,3,5500
1100,2,3,6050000,20,1,1,3,1,4,3,3,5500
1100,3,3,6050000,20,1,1,3,1,4,3,3,5500
1100,2,3,6050000,20,5,1,3,1,4,3,3,5500
1200,2,3,6050000,20,1,2,3,1,4,2,3,5041.666667
1100,3,3,6050000,20,1,2,3,5,4,3,3,5500
1100,3,3,6050000,20,1,2,3,1,4,2,3,5500
1550,3,3,14500000,37,1,2,3,1,3,3,4,9354.83871
1700,4,3,9000000,83,1,1,2,1,2,3,3,5294.117647
1500,3,3,6999000,58,4,1,3,1,5,4,3,4666
1140,2,3,6200000,118,4,2,2,1,2,1,4,5438.596491
1692,3,3,11400000,140,5,2,3,1,2,2,5,6737.588652
1365,3,3,5800000,122,1,1,3,1,3,1,5,4249.084249
1140,2,3,5000000,14,1,2,2,1,2,2,4,4385.964912
1880,4,3,12200000,37,1,2,3,1,4,3,4,6489.361702
1100,2,3,8000000,37,2,2,3,2,4,1,4,7272.727273
1352,3,3,6760000,105,1,1,2,1,1,1,3,5000
1700,3,3,4600000,63,1,1,1,1,4,3,4,2705.882353
1432,3,3,7160000,105,1,2,3,2,1,3,3,5000
1550,3,3,11000000,37,4,1,2,1,2,2,2,7096.774194
1800,3,3,4600000,63,1,1,1,1,3,1,4,2555.555556
850,2,2,4800000,118,1,1,2,2,2,2,3,5647.058824
1100,2,3,4950000,118,1,2,2,1,4,1,3,4500
1100,2,3,4950000,118,1,2,2,1,4,3,3,4500
1100,2,3,4950000,118,1,2,2,1,4,1,3,4500
1100,2,3,4950000,118,1,2,2,1,4,1,3,4500
1100,2,3,4950000,118,1,2,2,1,4,3,3,4500
1100,2,3,4950000,118,1,2,2,1,4,3,3,4500
1100,2,3,4950000,118,2,2,2,2,4,3,3,4500
1100,2,3,4950000,118,1,2,2,1,4,3,3,4500
1405,3,3,6318000,122,1,2,2,2,1,3,3,4496.797153
650,2,2,2400000,118,1,2,3,1,1,1,4,3692.307692
1200,2,2,5000000,4,1,1,1,1,5,1,3,4166.666667
1691,3,3,8455000,9,4,2,1,1,1,2,3,5000
1007,2,2,5034000,9,1,1,2,2,1,3,3,4999.006951
755,2,2,5600000,122,1,1,1,1,4,3,7,7417.218543
1350,3,3,10000000,37,2,1,2,1,4,1,4,7407.407407
1700,3,3,6500000,63,1,1,1,1,1,3,3,3823.529412
2050,4,3,21000000,37,1,2,1,1,4,3,4,10243.90244
1330,3,3,4256000,150,1,1,1,1,1,2,3,3200
1330,3,3,4256000,150,1,1,2,1,1,3,3,3200
1330,3,3,4256000,150,1,1,3,2,1,1,3,3200
1450,2,3,4640000,150,1,1,1,1,1,2,3,3200
1350,3,3,5400000,82,1,1,2,1,3,3,4,4000
1570,2,3,11000000,37,2,1,2,1,3,3,3,7006.369427
922,2,2,3400000,176,1,2,3,1,5,2,3,3687.635575
1050,2,3,4500000,118,4,1,1,1,3,3,5,4285.714286
1570,3,3,11000000,37,1,1,3,1,3,2,3,7006.369427
1060,2,2,3500000,176,5,1,3,1,5,3,3,3301.886792
900,2,2,2475000,118,1,2,2,1,1,1,4,2750
1330,2,3,6000000,118,1,1,2,1,4,3,3,4511.278195
1160,3,4,4408000,58,4,2,3,1,5,2,3,3800
1650,3,4,9000000,118,1,2,2,1,2,3,4,5454.545455
1000,2,2,4000000,41,1,1,1,1,1,2,3,4000
1232,3,3,4800000,58,3,2,3,2,4,2,3,3896.103896
1300,4,4,6500000,118,1,1,1,1,1,3,3,5000
1200,3,3,5400000,118,1,2,2,3,4,3,3,4500
1200,3,3,5400000,118,1,2,2,1,4,3,3,4500
1100,2,3,4950000,118,2,2,2,1,4,3,3,4500
1200,3,3,5400000,118,4,2,2,1,4,2,3,4500
1150,2,3,6325000,17,1,1,2,1,2,1,3,5500
680,2,2,3000000,118,1,3,2,1,1,3,3,4411.764706
1000,2,2,6000000,118,1,1,1,1,3,2,3,6000
1080,2,2,5940000,17,1,1,2,1,2,2,3,5500
1080,2,2,5940000,17,1,1,2,2,2,3,3,5500
980,2,2,5390000,17,1,1,2,1,2,3,3,5500
1080,2,2,5940000,17,1,1,2,2,2,2,3,5500
980,2,2,5390000,17,1,1,2,1,2,2,3,5500
980,2,2,5390000,17,1,1,2,1,2,3,3,5500
980,2,2,5390000,17,1,1,2,1,2,3,3,5500
1250,3,3,6000000,90,1,1,2,1,3,3,4,4800
1400,3,3,9000000,118,1,1,2,3,4,3,3,6428.571429
1200,3,3,6600000,90,2,1,2,2,3,3,4,5500
850,2,2,3600000,14,1,1,2,4,1,1,4,4235.294118
1200,3,3,5000000,118,1,1,2,1,4,3,3,4166.666667
1250,3,3,6000000,90,4,1,2,1,3,1,4,4800
1420,3,3,6200000,82,1,1,2,2,3,2,4,4366.197183
850,2,2,3200000,14,1,4,2,1,2,3,4,3764.705882
740,2,2,4000000,118,2,2,3,1,2,3,4,5405.405405
1330,3,3,4256000,150,1,1,2,2,1,3,3,3200
1745,4,3,9000000,104,2,1,2,1,1,1,3,5157.593123
1132,2,3,4851000,82,5,1,2,1,3,3,4,4285.335689
1400,3,3,6500000,118,1,1,2,1,4,3,3,4642.857143
650,2,2,2300000,82,1,2,1,2,1,1,4,3538.461538
1310,3,3,6812000,118,1,2,2,1,2,3,4,5200
750,2,2,2700000,82,1,1,3,1,3,1,4,3600
1450,4,3,9500000,37,2,2,3,2,4,1,4,6551.724138
1100,3,3,8500000,118,1,2,3,1,2,3,4,7727.272727
1050,3,3,3750000,82,2,1,2,1,3,3,4,3571.428571
1050,3,3,4725000,88,1,1,2,1,2,3,4,4500
1150,3,3,5750000,118,1,2,2,2,2,2,4,5000
2250,4,3,18000000,37,1,1,2,1,4,3,5,8000
1375,3,3,5500000,20,1,1,2,3,3,2,5,4000
1600,3,3,6000000,118,1,1,1,1,3,2,3,3750
1950,3,3,19500000,37,1,2,2,1,4,2,4,10000
950,2,3,5800000,25,1,1,1,1,1,3,4,6105.263158
1850,3,3,9800000,118,1,1,1,1,3,3,3,5297.297297
1350,3,3,6750000,118,1,1,3,1,2,3,4,5000
950,2,3,3300000,150,1,2,3,1,3,3,3,3473.684211
13200,10,25,50000000,71,1,1,1,3,3,2,2,3787.878788
1250,3,3,7000000,118,4,2,3,1,2,3,4,5600
1550,3,3,13200000,37,1,2,3,2,4,2,4,8516.129032
1650,3,4,10000000,118,1,1,2,1,2,3,3,6060.606061
1250,3,3,7000000,118,2,2,3,1,2,3,4,5600
1275,3,3,8500000,17,4,1,2,1,3,2,3,6666.666667
2100,5,4,22000000,37,1,2,3,1,4,1,4,10476.19048
1055,3,2,4500000,118,1,2,2,1,4,3,3,4265.402844
1280,3,3,8700000,178,2,2,3,1,3,2,4,6796.875
1200,2,3,5500000,87,1,2,2,1,4,3,4,4583.333333
1280,3,3,8000000,14,1,1,2,1,2,3,4,6250
950,2,2,4500000,174,5,2,3,1,3,4,4,4736.842105
1310,3,3,7205000,118,1,2,2,2,2,2,4,5500
920,2,2,4500000,174,1,2,3,1,3,4,4,4891.304348
1800,4,4,20700000,37,1,2,1,1,4,3,4,11500
1100,2,2,5700000,17,1,1,2,1,1,1,3,5181.818182
3070,5,5,24600000,178,1,2,1,2,2,3,3,8013.029316
2024,3,3,19000000,178,1,1,2,1,5,2,3,9387.351779
1524,3,3,9800000,178,1,2,3,1,3,1,4,6430.446194
2290,3,3,22500000,37,1,1,1,1,4,3,6,9825.327511
2290,3,3,22500000,37,1,1,1,1,4,3,6,9825.327511
2290,3,3,22500000,37,1,1,1,1,4,3,6,9825.327511
1440,3,3,5900000,71,3,1,1,1,1,2,3,4097.222222
1350,3,3,7550000,118,1,2,2,1,5,3,3,5592.592593
1450,3,3,8050000,118,1,2,2,1,5,1,3,5551.724138
1860,4,3,15300000,15,1,1,1,1,1,2,4,8225.806452
1100,3,3,5500000,118,1,1,1,1,3,3,3,5000
1550,3,3,9500000,118,1,2,3,2,2,2,4,6129.032258
1050,3,3,6300000,90,2,1,2,1,3,3,4,6000
1550,3,3,10100000,37,1,1,1,1,2,1,3,6516.129032
1396,3,3,9674000,20,1,2,3,1,4,3,3,6929.799427
1140,3,3,5472000,47,1,1,1,2,3,3,3,4800
1200,3,3,6600000,47,1,1,1,1,3,3,3,5500
1253,3,3,7200000,20,2,2,2,1,5,3,5,5746.209098
1075,2,3,5500000,118,1,2,2,2,2,3,4,5116.27907
1250,3,3,6500000,15,1,1,1,1,3,3,4,5200
950,2,3,2950000,71,1,1,3,1,1,3,3,3105.263158
760,2,2,6000000,92,1,1,1,1,3,1,4,7894.736842
715,2,2,4200000,129,1,1,1,1,1,3,4,5874.125874
1575,4,3,11000000,178,1,2,3,1,3,3,3,6984.126984
1280,3,3,7500000,122,1,2,2,1,3,3,4,5859.375
1570,3,3,11000000,37,1,1,2,1,4,3,4,7006.369427
1207,3,3,12900000,20,1,1,2,1,4,2,4,10687.65534
1305,3,3,13900000,20,1,1,2,1,4,3,4,10651.341
1375,3,3,11800000,20,1,1,2,1,4,3,4,8581.818182
1443,3,3,15200000,20,1,1,2,1,4,3,4,10533.61053
1450,3,3,13500000,37,2,1,3,1,4,2,4,9310.344828
1050,2,3,4410000,118,3,2,3,1,3,3,4,4200
1523,3,3,9500000,145,1,1,1,1,4,1,4,6237.688772
2344,4,4,18500000,118,1,1,1,2,3,3,3,7892.491468
1050,2,3,5800000,118,2,2,2,1,2,2,4,5523.809524
1193,3,3,9200000,145,2,1,2,1,4,2,3,7711.651299
750,2,2,3300000,122,4,1,2,1,1,2,4,4400
1050,2,3,4500000,122,4,1,2,1,1,3,4,4285.714286
700,2,2,3100000,122,1,1,2,1,1,3,4,4428.571429
2000,3,3,13500000,178,1,1,2,1,2,3,4,6750
1225,2,3,8000000,118,1,1,1,1,3,3,3,6530.612245
2100,3,3,16500000,178,1,1,2,1,2,3,4,7857.142857
1611,4,3,15500000,118,2,2,3,1,3,3,5,9621.353197
1760,3,3,8800000,118,4,2,3,1,3,1,3,5000
1750,3,3,8575000,118,1,1,1,2,3,3,3,4900
1760,3,3,8600000,118,1,1,1,1,3,1,3,4886.363636
1250,3,3,7500000,63,4,1,2,1,1,1,3,6000
650,2,2,2310000,118,1,1,1,1,1,3,3,3553.846154
1720,3,3,12900000,14,1,3,2,1,1,3,4,7500
1370,3,3,8000000,104,1,1,2,1,1,2,3,5839.416058
1140,3,3,4560000,93,1,1,2,1,1,2,4,4000
2150,5,4,14500000,118,1,1,1,1,1,3,3,6744.186047
1260,4,3,14000000,88,1,1,2,1,3,3,4,11111.11111
1650,3,3,14000000,37,1,1,2,2,4,1,3,8484.848485
1510,4,4,7000000,145,1,1,2,1,1,1,4,4635.761589
1100,2,3,9500000,118,4,1,1,1,1,3,3,8636.363636
1330,2,3,7315000,17,1,1,2,1,3,3,3,5500
1100,3,3,5500000,118,1,1,2,1,3,3,3,5000
1796,3,3,14000000,37,1,1,3,1,5,3,5,7795.100223
1250,3,3,9500000,37,1,2,2,2,4,3,4,7600
650,2,2,2250000,118,1,1,1,2,3,1,3,3461.538462
1050,3,3,4200000,118,1,2,1,3,2,2,4,4000
960,2,2,4800000,122,1,1,2,1,2,4,4,5000
1000,3,3,3500000,118,1,2,3,2,1,3,3,3500
1398,3,3,5500000,118,1,2,2,1,5,3,3,3934.191702
1200,1,2,7500000,178,1,1,2,1,2,3,4,6250
850,2,3,3900000,41,1,2,1,2,3,3,3,4588.235294
19200,10,46,75000000,118,1,1,2,1,2,1,2,3906.25
1100,3,3,4950000,47,1,1,2,1,6,1,6,4500
1370,3,3,6165000,47,1,1,2,1,6,3,6,4500
1370,3,3,6165000,47,1,1,2,1,6,3,6,4500
1266,3,3,7500000,118,1,1,1,1,5,1,5,5924.170616
1266,3,3,7500000,118,1,1,1,1,5,3,5,5924.170616
1170,3,3,5265000,47,1,1,2,1,6,2,6,4500
650,2,2,3000000,118,1,1,1,2,2,3,4,4615.384615
650,2,2,3500000,118,1,2,1,2,2,3,4,5384.615385
1850,4,3,12000000,104,1,1,1,1,2,2,3,6486.486486
1210,3,3,9000000,178,1,2,1,2,1,3,4,7438.016529
1910,4,4,17000000,37,1,1,2,2,4,3,4,8900.52356
1780,3,3,14000000,104,1,1,2,1,1,3,3,7865.168539
1622,5,3,9300000,109,1,1,2,1,1,3,3,5733.662145
1650,3,3,11000000,37,1,1,2,1,4,3,4,6666.666667
1300,3,3,8000000,162,1,2,1,1,4,1,4,6153.846154
900,2,3,5000000,118,1,2,2,2,2,3,3,5555.555556
1500,3,4,7500000,82,1,1,2,1,2,3,4,5000
1200,3,3,5000000,150,4,1,2,1,4,2,3,4166.666667
650,2,2,2500000,118,1,2,1,2,1,3,3,3846.153846
1300,4,4,5500000,118,1,1,1,1,1,3,3,4230.769231
650,2,2,2700000,118,1,1,1,2,1,3,3,4153.846154
1638,4,3,12000000,37,1,1,2,1,1,3,2,7326.007326
1350,3,3,13100000,154,1,2,1,3,4,1,4,9703.703704
1071,2,3,4284000,58,1,1,3,2,2,1,4,4000
1200,3,3,7500000,122,1,1,1,1,4,1,7,6250
3650,5,4,33000000,37,1,1,2,1,4,1,4,9041.09589
1300,3,3,10000000,37,4,2,2,1,4,3,5,7692.307692
1715,4,3,16500000,37,1,1,2,1,2,3,2,9620.991254
3150,4,4,31000000,37,1,2,3,1,4,3,5,9841.269841
1450,3,3,6090000,58,1,1,1,1,3,3,3,4200
625,2,2,2500000,118,1,1,2,1,5,3,4,4000
1759,4,3,11300000,104,1,1,2,1,1,1,3,6424.104605
1390,3,3,5300000,118,1,1,2,1,3,2,3,3812.94964
1250,3,3,5000000,63,1,1,1,3,2,1,3,4000
1250,3,3,5000000,63,1,1,1,1,2,3,3,4000
1080,3,3,4200000,118,1,1,2,1,3,3,3,3888.888889
1300,3,3,8190000,14,2,2,2,1,2,2,4,6300
1692,3,3,10200000,140,3,2,3,1,2,3,5,6028.368794
1200,2,3,4800000,58,1,2,3,1,5,3,3,4000
1210,3,3,9000000,106,1,1,2,1,3,3,3,7438.016529
1370,3,3,8500000,15,1,1,1,1,3,3,4,6204.379562
1400,3,3,6300000,118,1,1,2,1,4,3,3,4500
1762,4,3,10500000,25,4,2,2,2,5,2,3,5959.137344
1400,3,3,7500000,9,1,1,2,2,2,3,3,5357.142857
1175,2,3,6500000,14,2,1,1,1,2,3,4,5531.914894
1265,2,3,12600000,124,1,1,2,2,5,3,3,9960.474308
755,2,2,2341000,150,2,1,1,2,4,3,3,3100.662252
1000,3,2,9000000,178,1,1,2,3,2,3,4,9000
1000,2,3,3600000,118,1,1,2,1,4,2,4,3600
1460,3,3,14500000,134,1,2,2,1,4,3,4,9931.506849
1000,3,2,9000000,178,1,2,2,1,2,2,4,9000
1496,3,3,12500000,37,1,2,3,1,4,2,5,8355.614973
1000,3,2,9000000,178,4,3,2,2,2,2,4,9000
750,2,2,3500000,122,1,1,2,1,1,3,5,4666.666667
1580,4,3,10000000,37,1,1,2,1,4,2,4,6329.113924
875,3,3,3700000,1,4,1,3,1,4,3,3,4228.571429
825,3,3,3700000,1,1,1,3,1,2,2,3,4484.848485
825,3,3,3700000,1,2,2,1,1,4,3,3,4484.848485
650,2,2,3500000,118,1,2,2,1,1,3,4,5384.615385
1000,2,3,2200000,71,4,2,1,1,1,3,3,2200
1470,4,3,8500000,118,1,1,1,2,3,3,3,5782.312925
1950,3,3,17000000,37,5,1,3,1,4,1,4,8717.948718
650,2,2,3500000,118,1,2,2,1,1,2,4,5384.615385
2000,3,3,11500000,118,2,1,2,1,3,2,3,5750
1550,3,3,14000000,37,1,1,3,1,3,1,3,9032.258065
1250,3,3,8200000,118,4,1,1,1,4,3,3,6560
1335,3,3,10000000,162,1,2,1,1,4,3,4,7490.636704
1580,3,3,7900000,105,1,1,3,1,1,2,3,5000
1370,3,3,6850000,105,1,1,2,1,1,3,3,5000
2170,3,3,25000000,61,4,2,1,2,4,3,3,11520.73733
1450,3,3,12500000,37,1,2,2,2,4,2,5,8620.689655
800,2,2,4000000,118,1,1,1,1,3,2,3,5000
1450,3,3,12500000,37,2,2,2,1,4,3,5,8620.689655
980,2,2,4508000,118,1,1,1,1,2,3,4,4600
1450,3,3,8000000,118,1,1,1,1,4,3,3,5517.241379
1120,3,3,6160000,145,4,1,1,2,3,3,3,5500
1450,3,3,7000000,118,1,1,1,2,3,1,4,4827.586207
1220,3,3,6710000,145,5,1,1,1,3,2,3,5500
1300,3,3,6500000,118,4,2,2,1,3,3,3,5000
1872,4,3,13100000,118,1,2,2,3,3,1,4,6997.863248
1100,3,3,5000000,118,2,1,1,1,4,2,3,4545.454545
425,1,1,3300000,25,1,1,2,1,3,3,3,7764.705882
2000,3,3,15500000,118,1,1,1,1,4,2,3,7750
1350,3,3,6500000,118,1,1,1,1,3,1,3,4814.814815
978,2,2,5000000,0,1,2,2,2,2,3,3,5112.474438
1350,3,3,6500000,118,1,1,1,1,3,3,3,4814.814815
2400,5,4,22000000,31,1,1,1,1,2,3,3,9166.666667
1346,3,3,7403000,162,1,1,1,1,4,2,4,5500
1250,2,3,7500000,122,1,1,2,1,2,1,5,6000
1152,3,3,5500000,101,5,2,1,2,3,3,4,4774.305556
1155,3,3,7430000,122,5,1,2,1,3,1,4,6432.900433
1000,3,3,6000000,37,1,1,1,1,4,3,4,6000
800,2,2,4800000,37,1,1,1,1,1,4,4,6000
1100,2,3,4950000,118,4,2,2,1,4,3,3,4500
1100,2,3,4950000,118,1,2,2,3,4,2,3,4500
1100,2,3,4950000,118,1,2,2,2,4,3,3,4500
1000,3,3,6000000,37,2,1,1,2,3,2,4,6000
1100,2,3,4950000,118,1,2,2,1,4,3,3,4500
1280,3,3,6700000,122,1,1,1,1,2,3,6,5234.375
1100,2,3,4950000,118,1,2,2,1,4,3,3,4500
1200,3,3,5400000,118,1,2,2,1,4,2,3,4500
1200,3,3,5400000,118,4,2,2,1,4,3,3,4500
1200,3,3,5400000,118,1,2,2,1,4,3,3,4500
1200,3,3,5400000,118,1,2,2,1,4,2,3,4500
1200,3,3,5400000,118,5,2,2,1,4,3,3,4500
1100,2,3,4950000,118,4,2,2,2,4,3,3,4500
1100,2,3,4950000,118,1,2,2,1,4,2,3,4500
1100,2,3,4950000,118,1,2,2,1,4,1,3,4500
1100,2,3,4950000,118,1,2,2,1,4,3,3,4500
1100,2,3,4950000,118,1,2,2,1,4,3,3,4500
1100,2,3,4950000,118,1,2,2,1,4,1,3,4500
1100,2,3,4950000,118,1,2,2,1,4,2,3,4500
1100,2,3,4950000,118,1,2,2,1,4,2,3,4500
1100,2,3,4950000,118,1,2,2,1,4,2,3,4500
1100,2,3,4950000,118,1,2,2,1,4,1,3,4500
1441,3,3,5764000,176,3,1,3,1,5,1,3,4000
950,2,2,4800000,145,1,1,1,1,3,2,4,5052.631579
990,2,2,3960000,5,1,1,2,3,2,3,3,4000
1035,2,3,3726000,11,1,1,3,2,3,3,3,3600
2350,4,4,22000000,37,1,2,3,1,4,3,5,9361.702128
825,2,2,3500000,118,1,1,2,1,3,3,3,4242.424242
