City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking,Basement,Exterior,Fireplace,Heating,Flooring,Roof,Waterfront,Sewer,Pool,Garden,Balcony
Maple Ridge,BC,49.2151344,-122.6082709,2466240.0,2.0,0.0,0.18,Single Family,2001.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2137118,-122.6082274,1932480.0,2.0,0.0,0.14,Single Family,2425.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2147984,-122.6075219,2989760.0,0.0,0.0,0.21,Single Family,1858.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.213581,-122.6076074,2173440.0,2.0,0.0,0.16,Single Family,1873.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2143629,-122.6106628,1942720.0,2.0,0.0,0.14,Single Family,1717.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2145253,-122.609476,2139200.0,1.0,0.0,0.15,Single Family,1436.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2136506,-122.6088519,2652160.0,0.0,0.0,0.19,Single Family,1847.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2135561,-122.6086844,2576640.0,0.0,0.0,0.18,Single Family,1860.0,Yes,No,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2147763,-122.6080787,2152960.0,2.0,0.0,0.15,Single Family,1436.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2145851,-122.6107901,2149440.0,1.0,0.0,0.15,Single Family,1860.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2141085,-122.6089473,2432000.0,0.0,0.0,0.17,Single Family,1887.0,Yes,No,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2145703,-122.6087326,1921920.0,0.0,0.0,0.14,Single Family,1860.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2147085,-122.6097005,1952960.0,1.0,0.0,0.14,Single Family,1590.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2147465,-122.6108357,2184000.0,1.0,0.0,0.16,Single Family,1896.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2139886,-122.6081852,1963520.0,1.0,0.0,0.14,Single Family,1894.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.21412,-122.6075468,2397440.0,2.0,0.0,0.17,Single Family,1893.0,No,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2143319,-122.6077188,1977280.0,0.0,0.0,0.14,Single Family,1796.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2138531,-122.6075373,2001280.0,2.0,0.0,0.14,Single Family,1918.0,Yes,No,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2144569,-122.6099394,1887680.0,2.0,0.0,0.14,Single Family,1745.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2145656,-122.608957,1936000.0,2.0,0.0,0.14,Single Family,1717.0,Yes,No,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2144079,-122.6075377,2886400.0,0.0,0.0,0.21,Single Family,1894.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2148474,-122.6085219,2294080.0,2.0,0.0,0.16,Single Family,1885.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2152579,-122.6093998,2018560.0,1.0,0.0,0.14,Single Family,1882.0,Yes,Yes,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2148801,-122.6077945,2604160.0,1.0,0.0,0.19,Single Family,1258.0,Yes,No,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2145847,-122.6081445,2187200.0,1.0,0.0,0.16,Single Family,1745.0,No,No,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2152308,-122.6096694,2111360.0,1.0,0.0,0.15,Single Family,1629.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2146879,-122.6100966,2287040.0,1.0,0.0,0.16,Single Family,1550.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2148562,-122.6088796,2056320.0,1.0,0.0,0.15,Single Family,1629.0,Yes,No,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2148898,-122.6101414,2831360.0,2.0,0.0,0.2,Single Family,2734.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2150032,-122.6104592,2456000.0,2.0,0.0,0.18,Single Family,1662.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2150588,-122.6097956,2769280.0,2.0,0.0,0.2,Single Family,1887.0,Yes,Yes,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2149433,-122.6107341,3289280.0,2.0,0.0,0.24,Single Family,1802.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.214882,-122.6097299,1946240.0,1.0,0.0,0.14,Single Family,1629.0,Yes,No,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2276355,-122.6197498,1850000.0,6.0,5.0,0.25,Single Family,3505.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.2321564,-122.3930118,1889000.0,5.0,4.0,2.2,Single Family,4972.0,Yes,No,,,Yes,boiler,,,No,none,No,No,No
Maple Ridge,BC,49.2216176,-122.5778182,698800.0,2.0,2.0,0.0,Townhome,1283.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.2266638,-122.6037372,699999.0,2.0,2.0,0.0,Condo/Townhome,1077.0,No,No,,,Yes,heat pump,,,No,none,No,No,No
Maple Ridge,BC,49.2499917,-122.578015,2248000.0,8.0,8.0,0.2,Single Family,5925.0,Yes,No,,,Yes,,,,No,none,No,No,No
Maple Ridge,BC,49.2141458,-122.5997688,1124000.0,3.0,2.0,0.25,Single Family,1350.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2368459,-122.5393788,2390000.0,5.0,5.0,1.13,Single Family,4755.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2147471,-122.6209486,2999998.0,6.0,4.0,0.59,Single Family,3954.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2223709,-122.592705,1180000.0,3.0,1.0,0.19,Single Family,1275.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2173099,-122.6136789,2990000.0,4.0,3.0,0.2,Single Family,2135.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2316104,-122.548078,2749000.0,4.0,5.0,1.02,Single Family,5335.0,Yes,No,,,Yes,boiler,,,No,none,No,No,No
Maple Ridge,BC,49.2489302,-122.5929841,1898000.0,6.0,5.0,0.11,Single Family,4212.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2173566,-122.6141966,2990000.0,4.0,3.0,0.19,Single Family,1850.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2048988,-122.6619078,2199900.0,3.0,1.0,0.44,Single Family,1433.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2173071,-122.6131959,2990000.0,4.0,3.0,0.19,Single Family,1880.0,No,No,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2258249,-122.5085433,2195000.0,3.0,1.0,13.73,Single Family,2014.0,No,Yes,,,No,forced air,,,No,none,No,No,No
Langley,BC,49.006266,-122.671154,5688000.0,8.0,9.0,2.02,Single Family,9510.0,Yes,Yes,,,Yes,radiant,,,No,municipal,No,No,No
Maple Ridge,BC,49.2501682,-122.578414,1649900.0,5.0,5.0,0.12,Single Family,3504.0,Yes,No,,,Yes,,,,No,none,No,No,No
Maple Ridge,BC,49.2496615,-122.5787752,1698800.0,6.0,6.0,0.11,Single Family,4090.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2332346,-122.5540757,6500000.0,0.0,0.0,2.51,Single Family,2513.0,No,No,Finished,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2144243,-122.5888322,485000.0,2.0,1.0,0.0,Condo,763.0,Yes,Yes,,,No,,,,No,none,No,No,No
Maple Ridge,BC,49.2228372,-122.4886136,5900000.0,9.0,10.0,0.99,Single Family,9331.0,Yes,Yes,,,No,boiler,,,No,none,No,No,No
Mission,BC,49.223961,-122.4117085,1849000.0,3.0,2.0,2.32,Single Family,3094.0,No,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2132516,-122.6048841,1799000.0,7.0,4.0,0.2,Single Family,2338.0,No,Yes,,,No,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.2310317,-122.5837297,1599999.0,7.0,4.0,0.2,Single Family,2713.0,No,No,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2163687,-122.6148517,2188000.0,4.0,1.0,0.19,Single Family,1800.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2465385,-122.5747156,2149900.0,7.0,7.0,0.14,Single Family,5034.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.196649,-122.5342348,1299000.0,4.0,4.0,0.09,Single Family,2924.0,No,No,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2468276,-122.5679766,1949800.0,7.0,4.0,0.15,Single Family,4519.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Surrey,BC,49.1995127,-122.7691179,1549000.0,3.0,2.0,0.17,Single Family,1790.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2046523,-122.5553146,949900.0,4.0,4.0,0.0,Townhome,1714.0,Yes,No,,,No,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.2211142,-122.620469,579000.0,2.0,2.0,0.0,Condo/Townhome,1065.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.2146902,-122.5753088,1319900.0,6.0,3.0,0.14,Single Family,2789.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2186055,-122.5637009,1249900.0,4.0,3.0,0.29,Single Family,1993.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2432703,-122.5664048,899000.0,4.0,4.0,0.0,Townhome,1822.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.1906356,-122.5535555,799900.0,3.0,3.0,0.0,Condo/Townhome,1388.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.2295157,-122.5837372,1429800.0,3.0,3.0,0.2,Single Family,2594.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Surrey,BC,49.1923033,-122.7678262,1578000.0,3.0,3.0,0.18,Single Family,2157.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2418402,-122.6040583,4495000.0,6.0,7.0,9.68,Single Family,5099.0,Yes,No,,,Yes,boiler,,,No,none,No,No,No
Maple Ridge,BC,49.2092446,-122.5850382,1099000.0,4.0,3.0,0.09,Single Family,2020.0,Yes,No,,,Yes,,,,No,none,No,No,No
Maple Ridge,BC,49.2116934,-122.5884427,849900.0,4.0,3.0,0.0,Condo/Townhome,1555.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2274567,-122.6071155,1439000.0,4.0,4.0,0.2,Single Family,3105.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2191926,-122.5889454,499000.0,1.0,1.0,0.0,Condo,746.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.215383,-122.601259,459900.0,1.0,1.0,0.0,Condo,661.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.213194,-122.6065707,639900.0,2.0,2.0,0.0,Condo,1157.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Maple Ridge,BC,49.1993761,-122.4387258,1899000.0,3.0,2.0,4.85,Single Family,2012.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Maple Ridge,BC,49.205101,-122.569629,769900.0,3.0,2.0,0.0,Condo/Townhome,1386.0,Yes,No,,,Yes,,,,No,none,No,No,No
Mission,BC,49.14544,-122.3361663,949900.0,4.0,2.0,0.25,Single Family,1980.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Langley,BC,49.125553,-122.4818445,5425000.0,4.0,3.0,20.5,Single Family,2532.0,Yes,Yes,,,Yes,boiler,,,No,none,No,No,No
Mission,BC,49.152914,-122.3516749,799000.0,4.0,3.0,0.0,Condo/Townhome,1672.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Langley,BC,49.1240995,-122.4817261,4875000.0,4.0,2.0,19.99,Single Family,3130.0,No,Yes,,,No,radiant,,,No,none,No,No,No
Mission,BC,49.1518125,-122.2832105,1289000.0,5.0,4.0,0.12,Single Family,3042.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1384318,-122.3139137,1450000.0,4.0,3.0,0.21,Single Family,4305.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1354245,-122.3067224,389900.0,2.0,2.0,0.0,Condo,986.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Surrey,BC,49.1137694,-122.8402258,829999.0,3.0,3.0,0.0,Condo/Townhome,1388.0,Yes,No,,,No,radiant,,,No,none,No,No,No
Surrey,BC,49.1188895,-122.837276,999999.0,4.0,4.0,0.0,Condo/Townhome,1678.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Surrey,BC,49.1152487,-122.8385643,849900.0,3.0,3.0,0.0,Townhome,1453.0,Yes,Yes,,,No,,,,No,none,No,No,No
Surrey,BC,49.1052141,-122.8544523,8000000.0,11.0,12.0,1.75,Single Family,16398.0,Yes,Yes,,,Yes,boiler,,,No,none,No,No,No
Mission,BC,49.1420968,-122.3332652,1050000.0,5.0,2.0,0.19,Single Family,2281.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.137075,-122.3318457,1325025.0,4.0,2.0,0.23,Single Family,1846.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1485554,-122.3308621,879999.0,4.0,3.0,0.17,Single Family,1858.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1577474,-122.3130809,1349999.0,6.0,4.0,0.09,Single Family,2844.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1372219,-122.3309346,1417500.0,5.0,2.0,0.24,Single Family,2288.0,No,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1696446,-122.3097247,1849900.0,5.0,3.0,1.0,Single Family,2643.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.141732,-122.325839,2050000.0,3.0,2.0,0.71,Single Family,2408.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1529363,-122.3179129,1149800.0,4.0,4.0,0.09,Single Family,3065.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1354245,-122.3067224,399000.0,2.0,2.0,0.0,Condo,873.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Mission,BC,49.1365802,-122.3395882,799999.0,3.0,1.0,0.15,Single Family,838.0,No,No,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.152914,-122.3516749,709000.0,2.0,3.0,0.0,Townhome,1291.0,Yes,No,,,No,radiant,,,No,none,No,No,No
Mission,BC,49.1613312,-122.310936,789900.0,4.0,4.0,0.0,Condo/Townhome,1744.0,Yes,No,,,Yes,forced air,,,No,municipal,No,No,No
Mission,BC,49.1408679,-122.3159342,919900.0,2.0,1.0,0.23,Single Family,1298.0,No,No,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.140703,-122.3159372,919900.0,6.0,2.0,0.23,Single Family,2234.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.1675352,-122.2555601,2599000.0,5.0,5.0,0.28,Single Family,5927.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Mission,BC,49.1372235,-122.3303358,1417500.0,4.0,2.0,0.24,Single Family,2181.0,No,No,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.1372211,-122.3312283,1325025.0,3.0,2.0,0.23,Single Family,2020.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1567519,-122.305225,1175000.0,6.0,4.0,0.11,Single Family,3034.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1514994,-122.3241987,1149888.0,4.0,3.0,0.23,Single Family,2000.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1498315,-122.3067632,950000.0,4.0,2.0,0.09,Single Family,1985.0,No,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1536584,-122.3907712,2550000.0,6.0,4.0,2.99,Townhome,3885.0,No,No,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.135533,-122.2936022,489900.0,2.0,2.0,0.0,Condo,933.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Mission,BC,49.1436343,-122.3247637,1099900.0,4.0,2.0,0.16,Single Family,2396.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1360133,-122.3101355,849900.0,3.0,2.0,0.09,Single Family,2070.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.1464695,-122.3194125,549999.0,2.0,2.0,0.0,Condo,836.0,No,No,,,No,,,,No,none,No,No,No
Mission,BC,49.1372203,-122.3315216,1417500.0,3.0,1.0,0.24,Single Family,1857.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1511868,-122.283794,1299900.0,5.0,4.0,0.12,Single Family,3005.0,Yes,No,,,Yes,,,,No,none,No,No,No
Mission,BC,49.1365053,-122.3055624,1199000.0,3.0,3.0,0.15,Single Family,2312.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.161362,-122.311133,825000.0,4.0,4.0,0.0,Townhome,2118.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1489263,-122.3152259,889000.0,3.0,2.0,0.21,Single Family,2045.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Langley,BC,49.1190273,-122.476359,3500000.0,3.0,2.0,5.0,Single Family,1272.0,No,Yes,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.1461915,-122.2853464,1688888.0,8.0,6.0,0.1,Single Family,4542.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1555445,-122.3442594,1899500.0,1.0,1.0,3.2,Single Family,1040.0,No,Yes,,,Yes,radiant,,,No,none,No,No,No
Mission,BC,49.151531,-122.2833909,1139900.0,6.0,5.0,0.07,Duplex,2986.0,Yes,No,,,Yes,,,,No,none,No,No,No
Mission,BC,49.1562558,-122.3124355,1288888.0,6.0,4.0,0.12,Single Family,2789.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1489394,-122.3203595,1699000.0,8.0,6.0,0.17,Single Family,5423.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Mission,BC,49.1365801,-122.3398406,996000.0,3.0,1.0,0.15,Single Family,1144.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.1369096,-122.3180994,569000.0,2.0,2.0,0.0,Townhome,1329.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Mission,BC,49.1520491,-122.2825532,1649000.0,6.0,6.0,0.12,Single Family,3888.0,Yes,No,,,Yes,heat pump,,,No,none,No,No,No
Mission,BC,49.1355217,-122.2922003,524900.0,2.0,2.0,0.0,Condo,1108.0,Yes,No,,,Yes,,,,No,none,No,No,No
Mission,BC,49.1358782,-122.3068221,1299000.0,4.0,2.0,0.14,Single Family,1608.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.1368899,-122.3106904,825000.0,5.0,3.0,0.09,Single Family,2244.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1365007,-122.3122002,1369900.0,6.0,4.0,0.09,Single Family,2297.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.141783,-122.3167791,1136000.0,4.0,3.0,0.34,Single Family,1771.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Mission,BC,49.1402688,-122.2885179,618880.0,2.0,2.0,0.0,Condo,1132.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Mission,BC,49.1417956,-122.2990899,1149900.0,4.0,3.0,0.21,Single Family,2523.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.1365889,-122.3166211,799000.0,3.0,3.0,0.0,Townhome,1963.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Mission,BC,49.2264958,-122.3052229,2250000.0,5.0,4.0,4.45,Single Family,2600.0,No,No,,,Yes,radiant,,,No,none,No,No,No
Mission,BC,49.2263663,-122.3014723,1999900.0,3.0,3.0,5.95,Single Family,3616.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.2282505,-122.3167082,1630000.0,4.0,3.0,4.87,Single Family,1954.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Mission,BC,49.2189428,-122.314482,1399900.0,2.0,3.0,0.76,Single Family,2334.0,Yes,Yes,,,Yes,alt heat,,,No,none,No,No,No
Nanaimo,BC,49.1860039,-123.9608405,599900.0,3.0,1.0,0.16,Single Family,998.0,No,Yes,No basement,,No,radiant,other,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.2193575,-124.0165994,734900.0,4.0,2.0,0.11,Single Family,1864.0,Yes,Yes,No basement,,Yes,radiant,other,fiberglass,No,municipal,No,Yes,Yes
Nanaimo,BC,49.2343094,-123.9924603,788800.0,3.0,4.0,0.0,Townhome,1798.0,Yes,Yes,,,Yes,forced air,other,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.2341041,-123.9925525,899900.0,4.0,4.0,0.0,Townhome,2120.0,Yes,Yes,,,Yes,forced air,other,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.2341917,-123.9924832,799900.0,3.0,4.0,0.0,Townhome,1798.0,Yes,Yes,,,Yes,forced air,other,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.1762083,-123.9433166,525000.0,1.0,1.0,0.0,Condo,628.0,No,Yes,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.1762083,-123.9433166,495000.0,1.0,1.0,0.0,Condo,628.0,No,Yes,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.1762083,-123.9433166,480000.0,1.0,1.0,0.0,Condo,628.0,No,No,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.2043474,-124.0353381,1099000.0,7.0,4.0,0.14,Single Family,3003.0,Yes,Yes,Finished,,Yes,forced air,other,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.2305186,-123.9949128,999000.0,5.0,3.0,0.16,Single Family,2211.0,Yes,No,Finished,,Yes,forced air,other,fiberglass,No,municipal,No,Yes,Yes
Nanaimo,BC,49.2137223,-124.020986,799000.0,3.0,2.0,0.15,Single Family,2037.0,Yes,Yes,Finished,,No,radiant,,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1762083,-123.9433166,795000.0,2.0,2.0,0.0,Condo,1082.0,No,Yes,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.1762083,-123.9433166,845000.0,2.0,2.0,0.0,Condo,1082.0,No,Yes,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.17634,-123.9426839,975000.0,2.0,2.0,0.0,Condo,998.0,No,Yes,,,Yes,heat pump,wood,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.238079,-124.0386248,479900.0,1.0,2.0,0.0,Condo,937.0,No,Yes,,,Yes,radiant,other,,No,municipal,No,No,No
Nanaimo,BC,49.1762083,-123.9433166,695000.0,2.0,2.0,0.0,Condo,968.0,No,Yes,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.17634,-123.9426839,975000.0,2.0,2.0,0.0,Condo,1003.0,No,Yes,,,Yes,heat pump,wood,,Yes,municipal,No,No,Yes
Nanaimo,BC,49.1762083,-123.9433166,825000.0,2.0,2.0,0.0,Condo,1082.0,No,Yes,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.17634,-123.9426839,2500000.0,3.0,3.0,0.0,Condo,2274.0,Yes,Yes,,,Yes,heat pump,wood,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.1762083,-123.9433166,745000.0,2.0,2.0,0.0,Condo,968.0,No,No,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.1762083,-123.9433166,725000.0,2.0,2.0,0.0,Condo,968.0,No,Yes,,,No,heat pump,carpet,,Yes,municipal,No,Yes,Yes
Poplar Creek,BC,49.1861916,-123.9487305,349900.0,2.0,1.0,0.79,Single Family,1456.0,No,No,,Composite,Yes,,wood,metal,No,septic,No,No,No
Nanaimo,BC,49.1139679,-123.8551284,1050000.0,3.0,2.0,0.5,Single Family,1802.0,Yes,No,,,Yes,heat pump,tile,asphalt,No,septic,No,No,No
Nanaimo,BC,49.1602189,-123.9390458,599900.0,2.0,2.0,0.2,Single Family,1132.0,No,No,Partial,,No,forced air,other,asphalt,No,municipal,No,No,No
Gabriola Island,BC,49.190074,-123.837245,639000.0,2.0,2.0,0.43,Single Family,1056.0,No,Yes,No basement,,Yes,radiant,vinyl,metal,No,septic,No,Yes,Yes
Nanaimo,BC,49.2235905,-124.0303127,274800.0,1.0,1.0,0.0,Condo,813.0,No,No,,,No,radiant,,,No,municipal,No,No,No
Gabriola Island,BC,49.168376,-123.853379,599000.0,2.0,2.0,0.43,Single Family,1000.0,Yes,Yes,Partial,,Yes,,wood,metal,No,septic,No,No,No
Nanaimo,BC,49.2271489,-124.0250666,699900.0,2.0,2.0,0.0,Townhome,1426.0,Yes,Yes,,,Yes,radiant,other,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.1394137,-123.9338152,749900.0,3.0,3.0,0.09,Single Family,1339.0,Yes,Yes,No basement,,Yes,radiant,,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.1449889,-123.9544703,1150000.0,6.0,4.0,0.18,Single Family,3241.0,Yes,Yes,,,Yes,forced air,tile,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2044196,-124.0351127,1100000.0,5.0,4.0,0.14,Single Family,3310.0,Yes,Yes,Finished,,Yes,forced air,vinyl,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.205469,-124.0462507,554900.0,3.0,2.0,0.0,Manufactured Home,1356.0,Yes,No,,,No,,,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.2302174,-123.9685725,1025000.0,5.0,4.0,0.27,Single Family,3032.0,Yes,No,Finished,,No,radiant,,metal,No,municipal,No,No,No
